15,"3 judges have been found covid-19 positive in Faizabad district court and no one knows how many advocates would have been infected with this virus. But no extra testing is carried out. they just sealed the campus , that's it. Not doing anyone's test."
16,"@myogiadityanath Ranohi toll plaza Faizabad Ayodha Uttar Pradesh
There are some symptoms of covid in the employees of toll. Please look into the matter as soon as possible...."
17,"@UttarPradeshCMO  Ranohi toll plaza Faizabad Ayodha UP
There are some symptoms of covid in the employees. Please look into the matter as soon as possible.. 
#CMO #dmayodha"
18,"Ranohi toll plaza faizabad uttar Pradesh
There are some symptoms of covid 19 in the employees but the toll authority of pnc infratech does not test the employees due to fear of this. Some people are suffering from high BP, sugar. Please look into the matter as soon as possible"
19,"Really iam looking forward because due to covid I couldn’t visit my home town though virtually,today I would be there 
Faizabad the city of Nawabs and vibrant culture"
0,"@cmohry
@anilvijminister @AmitShah @HomeMinistrymv
@PMOIndia 
Dear Sir, 
Today I detected COVID 19 positive in rapid test held at sector 9 faridabad.I get  a confirmation call from BK hospital for covidwhere positive. After that I did not get any call from hospital or any where"
1," #Covid_19 Faridabad, Haryana, IN Update:

 Total Cases - 7931
 Active Cases - 485
 Discharged/Cured - 6217
 Asymptomatic (+ve) - 1106
 Deaths - 124

As on July 27, 2020 till 05:00 PM

Via CMO Report

#IndiaFightsCorona #COVID19pic.twitter.com/gzJpzeSTR2"
2," #Covid_19 Faridabad, Haryana, IN Update:

 Total Cases - 7931
 Active Cases - 485
 Discharged/Cured - 6217
 Asymptomatic (+ve) - 1106
 Deaths - 124

As on July 27, 2020 till 05:00 PM

Via CMO Report

#IndiaFightsCorona #COVID19pic.twitter.com/Ac4cAws7KG"
3,"Urgently need plasma donor of A+ blood group of a recovered Covid patient in Faridabad, Haryana. Please Dm for details..#PlasmaBank #plasmadonors ."
4,"Plasma required from Covid recovered at Metro Hospital Faridabad ,Group B + contact 9818272693 @amritabhinder @TeamSOSIndia @BloodsevaIndia @BloodDonorsIn"
5,"@anilvijminister @DC_Faridabad @healthminmp @drnarottammisra @BhindCollector Dear, sir I am from MP. Now in Faridabad. My brother has been suffering from fever, cold, cough,  ache etc. I think that is covid sumptum but I don't know he is positive or negative. https://twitter.com/ChouhanShivraj/status/1287256823750201346 …"
6,"With most Covid deaths in #Haryana, #faridabad overtakes #Gurugram http://toi.in/Ie9emY9/a24gj  via @timesofindia
@cmohry"
7,"Corona Update in India!

Confirmed: 1436025
Active: 484055
Recovered: 918737
Deaths: 32812

#BoyCottChina (#ReplaceIT removed by @Google)

For remove Chinese apps download Replace IT - http://bit.ly/2VEpLcL pic.twitter.com/uGzTipq2Ow"
8,"With most Covid deaths in Haryana, Faridabad overtakes Gurugram http://toi.in/li7n8b "
9,"With most Covid deaths in state, Faridabad overtakes Gurgaon http://toi.in/i6ZXLZ "
10,"@dmgbnagar Dear Sir one of closed known is at COVID Isolation Center Noida International University Greater Noida. Nobody care about cleanliness over there at @niunoida One more thing, Is district administration giving oximeter on returnable basis ? Please look into the matter "
11," #Covid_19 Faridabad, Haryana, IN Update:

 Total Cases - 7761
 Active Cases - 520
 Discharged/Cured - 6052
 Asymptomatic (+ve) - 1066
 Deaths - 123

As on July 26, 2020 till 05:00 PM

Via CMO Report

#IndiaFightsCorona #COVID19pic.twitter.com/h6AvMQcsFV"
12," #Covid_19 Faridabad, Haryana, IN Update:

 Total Cases - 7761
 Active Cases - 520
 Discharged/Cured - 6052
 Asymptomatic (+ve) - 1066
 Deaths - 123

As on July 26, 2020 till 05:00 PM

Via CMO Report

#IndiaFightsCorona #COVID19pic.twitter.com/4dkCijqTqh"
13,"#jcboseustfeeskamkaro 
Reconsider the fees structure of current semester due Covid-19 of JC Bose varsity of science & tech, ymca,faridabad 

*#jcboseustfeeskamkaro* *#ymca *#bsa
Support Drive-  https://drive.google.com/drive/folders/1s5mSWm494E2Fjloos_6BkPz_2hySrUyX?usp=sharing … @DrRPNishank @HRDMinistry @PMOIndia @Priyascorner @ABVPVoice"
14,"#jcboseustfeeskamkro
#ymca 
Reconsider the fees structure of current semester due Covid-19 of JC Bose university of science and technology, ymca, faridabad"
15,"#jcboseustfeeskamkro
#ymca 
Reconsider the fees structure of current semester due Covid-19 of JC Bose university of science and technology, ymca, faridabad pic.twitter.com/0KcuD8YDUp"
16,"#jcboseustfeeskamkro
#ymca 
Reconsider the fees structure of current semester due Covid-19 of JC Bose university of science and technology, ymca, faridabad pic.twitter.com/KTh6xHpAfq"
17,"#jcboseustfeeskamkro
#ymca 
Reconsider the fees structure of current semester due Covid-19 of JC Bose university of science and technology, ymca, faridabad pic.twitter.com/A0DpRYIPtS"
18,"#jcboseustfeeskamkro
#ymca 
Reconsider the fees structure of current semester due Covid-19 of JC Bose university of science and technology, ymca, faridabad pic.twitter.com/JvTYmfJFQ2"
0,"Now a Civil Surgeon has to report to a lower rank officer for the all COVID updates. Faridkot DC directs civil surgeon, who is a health expert,  to report to a SDM for coronavirus.  @capt_amarinder @thetribunechdpic.twitter.com/yzXznVvzAk"
1,"So far, four critically ill Covid-19 patients at GMC Amritsar and two at GMC Faridkot have been treated through plasma therapy and all six have successfully recovered. pic.twitter.com/bzZrzqtHzI"
2,"Punjab Covid death toll nears 300, Faridkot IG among 468 +ve http://toi.in/NjsWEY "
3,"The inspector general of police of Faridkot range in Punjab has tested positive for Covid-19.

https://www.news18.com/news/india/punjab-police-inspector-general-kaustubh-sharma-tests-positive-for-covid-19-2734755.html …"
4,"#Covid_19 #Punjab reports 468 fresh cases, maximum 155 from #hotspot #Ludhiana, 55 #Amritsar, 40 #Patiala, 38 #Sangrur, 32 #Mohali, 29 #Jalandhar, 18 each #Bathinda, #Barnala, 16 #Gurdaspur, 10 each #FatehgarhSahib, #Ferozepur, #Faridkot, #Kapurthala. 1/5"
5,"Kaustubh Sharma, Inspector General of Police of Faridkot Range was hospitalised today after he was tested positive for COVID-19#Pb @Newindianxpress, @SundayStandard, @TheMornStandard"
6,"Faridkot inspector general Kaustubh Sharma tests positive for Covid-19
http://www.hindustantimes.com/cities/faridkot-inspector-general-kaustubh-sharma-tests-positive-for-covid-19/story-H7ac67iWZKCaeFs0zLYn0L.html …"
7,I've just posted a new blog: BFUHS Faridkot Various Posts COVID-19 Viral Testing Laboratories Online Form 2020 https://ift.tt/3eVi4WB 
8,"Many of our medical college hospitals are COVID 19 centres now. 
What guarantee is there for students with clinical exams, not to get infected?
#promotemedicalstudents
@capt_amarinder @CMOPb @HRDMinistry @DrRPNishank @vpsbadnore @BFUHS_FARIDKOT @AkshaySharmaOrg @ndtvindia"
9,"To further ramp up #Covid testing capacity, #PunjabGovt will procure 7 automatic RNA extraction machines for viral testing labs at 3 Govt Medical Colleges in Patiala, Amritsar & Faridkot, in addition to 4 more for newly set up viral testing labs in Mohali, Ludhiana & Jalandhar. pic.twitter.com/QyrLy19nH2"
10,"To further ramp up #Covid testing capacity, #PunjabGovt will procure 7 automatic RNA extraction machines for viral testing labs at 3 Govt Medical Colleges in Patiala, Amritsar & Faridkot, in addition to 4 more for newly set up viral testing labs in Mohali, Ludhiana & Jalandhar. pic.twitter.com/pKI8cehi4n"
11,"To ramp up Covid testing Punjab Govt to procure 7 automatic RNA extraction machines for viral testing labs at 3 Govt Medical Colleges in Patiala, Amritsar & Faridkot & for 4 viral testing labs in Mohali, Ludhiana & Jalandhar#Pb @Newindianxpress, @SundayStandard, @TheMornStandard"
12,"#Covid_19 #Punjab reports 411 fresh cases, maximum 94 in #Patiala, 83 #Ludhiana, 37 #Amritsar, 27 #Jalandhar, 26 #Hoshiarpur, 21 #Sangrur, 18 #Moga, 17 #Bathinda, 16 each #FatehgarhSahib, #Pathankot, 12 each #Muktsar, #Faridkot, 9 #Mohali, 5 each #Mansa, #Kapurthala. 1/4"
13,"45 doctors in Faridkot are COVID +ve in 3 days from earlier reported 11. God bless the district. Punjab.
#Punjabi
#PunjabCoronavirusUpdate #COVID19 #faridkot #IndiaFightsCorona #punjab #COVID @harbhajan_singh @BDUTT @rwac48 @sardesairajdeep @YUVSTRONG12"
14,"#UnitedAgainstCovid19|Continuing on our commitment to aid govt in fighting CoVID, with support from @CocaCola_Ind & sis chap @UWMumbai we delivered supplies for hospitals & health workers in Faridkot, Punjab under leadership of our board chair Sh @KapilKumria & CEO Sachin G.pic.twitter.com/XoOt6Dk50p"
15,"Covid-19: Virus fear looms on Faridkot medical college as 15 doctors test +ve in 8 days
http://www.hindustantimes.com/cities/covid-19-virus-fear-looms-on-faridkot-medical-college-as-15-doctors-test-ve-in-8-days/story-YWMvvyctzVy0nClX1YC1XN.html …"
0,आज 27 जुलाई 2020 को जिलाधिकारी महोदय की अध्यक्षता में मुख्य विकास अधिकारी डॉ राजेन्द्र पैंसिया जी की उपस्थित में covid 19 की दैनिक समीक्षा की गई  एवं RBSK टीम के द्वारा किए जा रहे कांटेक्ट ट्रेसिंग की भी समीक्षा की गई। pic.twitter.com/GTYyNT15We
1,Covid - 19 check up Farrukhabad pic.twitter.com/FHOUXRrMOG
2,Power cut for long hours is really adding more problems in this Covid-19 pandemic..der have been continuous long hrs power cuts in Farrukhabad City for last 2-3 months..your govt talks about 24 hrs lyt..request you to plz look into this n help @myogiadityanath @CMOfficeUP
3,"@PiyushGoyal not a single train is passing through #Farrukhabad station in this pandemic. 

Are we not of that worth, or adding oil to the fire of #Covid by paralysing our cities transport.

@mukeshrajput_mp kaahe baat ke saansad ho jab apni baat nahi rakh sakte?
@salman7khurshid"
4,"Hello sir.... 
I m from farrukhabad. 
There are so many cases of covid-19 in my area. No one come to sanitize my area and also for testing....There is no one in ur administration to implement ur words or policy...So how can they listen to us, even they don't listen to u. 
Thanks"
5,"@airtelindia @Airtel_Presence 
I am in UP-EAST circle, Distt- Farrukhabad, Pin Code 209625 living in main city.
Due to Covid 19, I want new prepaid SIM connection delivered to my home. Is it possible that your team can deliver the SIM ? I can share document at time of delivery"
6,"@JioCare 
Hi, I am interested in Jio number via MNP to Jio.
Can you deliver SIM to my home. I don't want to visit Jio store due to Covid 19 fear.
My Location is Farrukhabad, UP.
PinCode 209625
Awas Vikas Colony.
Pls let me the process."
7,"UTTAR PRADESH COVID 19 UPDATE JUNE 30 2020
25 Fresh Casualties 672 Identified Positive from 64 Districts
Death toll has reached 697 due to covid 19 infections. Casualties are from Meerut Lucknow Aligarh Harpur Gorakhpur Etawah Shamli Sultanpur Mau Kushinagar Farrukhabad Sambhal pic.twitter.com/7OkUwfCm8L"
8,Dear sir most of the people of farrukhabad is not bearing mask and not to maintain social distancing & very important most of the people spit any where that by the covid patients increases day by day in our city https://twitter.com/DMFarrukhabadUP/status/1277600097455374336 …
9,"@drdineshbjp 

Dear Sir,

My mum is a government teacher who has been invited to go to a meeting during this pandemic planned by CDO Farrukhabad, Uttar Pradesh. 

Time: 11:0AM
Date: 16-06-2020 
Nyay panchayat: Lauwa Nagla Maan Patti

Please postpone the Teachers meeting in Covid pic.twitter.com/lpPXJtgb8m"
10,"@DMFarrukhabadUP 
Respected sir, kindly share the status of Phoolbagh (near chawni), Farrukhabad. Is it defined as containment zone?? How many #Covid-19 cases found today there?"
11,"Mujhe nhi lagta Farrukhabad me koi bhi rules ko follow kar rha hum koshish bhi kar rhe  unhe samjhane ki lekin Sir badle me hume chup hokar vaha se hatna padta hai... Lekin Koshish Jari hai.....  
Ashwani Sharma 
Covid warrior 
Barhpur Block 
Farrukhabad"
12,"#Farrukhabad #कोरोना को लेकर अधिकारियों की बड़ी लापरवाही, लापरवाही के चलते सड़कों पर लगा जाम, जाम में #सोशल_डिस्टेंसिंग की उडी़ धज्जियां, शहर कोतवाली क्षेत्र का मामला। @fatehgarhpolice @Uppolice #Covid_19 #MaafiVeerSavarkar #PoliceState #SPEAK_UP_INDIA #StaySafe #policemedianews"
13,"#farrukhabad जमीनी विवाद को लेकर दबंगों ने की फायरिंग, दबंगों ने घर पर चढ़कर फायरिंग कर ईंट पत्थर चलाए, एक युवक गोली लगने से घायल, 1युवक का अपहरण कर गाड़ी में ले गए दबंग। @fatehgarhpolice @Uppolice #veersavarkarjayanti #COVID__19 #coronavirus #Lockdown5 #policemedianews"
14,"#Farrukhabad सड़क हादसे में बाइक सवार पिता पुत्र की मौत, पत्नी गम्भीर रूप से घायल, बाइक से हरदोई जा रहा था परिवार, राजेपुर थाना क्षेत्र के इटावा -बरेली हाईवे का है पूरा मामला।
@Uppolice @fatehgarhpolice #wednesdaymorning #COVID__19 #BlackLivesMatter #coronavirus #policemedianews"
0,"#Covid_19 #Haryana reports 780 fresh cases, maximum 203 in #Faridabad, 127 #Gurugram, 65 #Sonipat, 59 ##Rewari, 55 #Ambala, 35 each #Rohtak, #Panipat, 30 #Karnal, 25 #Kurukshetra, 24 #Mahendragarh, 21 #Panchkula, 20 each #Yamunanagar, #Jhajjar, 17 #Fatehabad, 15 #Palwal. 1/4"
1,"#Covid_19 #Haryana 7 #Bhiwani, 5 #Fatehabad, 1 #Yamunanagar, state count mounts to 28975, active cases 6348, cured 22249, critical on oxygen and ventilator support 149. Six more deaths, 3 in #Faridabad, 1 each #Gurugram, #Sonipat, #Jhajjar, state toll rises to 378. 2/4"
2,"#Covid_19 #Haryana reports 694 fresh cases, maximum 109 in #hotspot #Gurugram, 103 #Faridabad, 98 #Sonipat, 75 #Rewari, 70 #Ambala, 35 each #Panipat, #Palwal, 24 #Jhajjar, 23 #Hisar, 21 #Karnal, 20 #Mahendragarh, 15 #Rohtak, 14 #Fatehabad, 13 #Panchkula. 1/4"
3,"सार्वजनिक स्थानों पर थूकने से परहेज़ करें।
Covid-19 से करें बचाव।
@cmohry @bjpsanjaybhatia @parmod_vij @DiprHaryana @Panipat_Adm @PANIPAT_POLICE @dipro_ambala @DiproPanchkula @DiproPalwal @dipro_fatehabad pic.twitter.com/bnl4CmTIrI"
4,"COVID-19 Health Bulletin District Fatehabad 11.07.2020
Total case : 142, Active : 27, Discharged: 114, Death: 1, 
Containment zones : 67, Active: 29, Scaled down: 38
@DFatehabad @cmohry @DiprHaryana @dipro_fatehabad @anub80 @dipro_hisar @DiproRewari @dipro_rohtak @diprodadri"
5,"1st death dur to COVID-19 in #Fatehabad ,Haryana, no any family member attendedthe अंतिम संस्कार"
6,"फतेहाबाद में कोरोना से पहली मौत,
एक दिन पहले ही रिपोर्ट आई थी पॉजिटिव
हार्ट की समस्या से ग्रस्त था मरीज़।
#headlinecity #headline #fatehabad #COVID__19"
7,"Ambala,Bhiwani,Faridabad,Fatehabad,Gurugram,Hissar,Jhajjar,Jind,Karnal,Kurukshetra,Mahendragarh,Palwal,panchkula,Panipat,Rewari,Rohtak,Sirsa,Sonipat - Districts of Haryana facing COVID 
How you expect students of KUK,MDU,IGU,CRSU etc.  from other states to come and sit for exams"
8,There are several ways to reduce your risk of COVID-19 @cmohry @DFatehabad @DiprHaryana @DioFatehabad @fatehabadpolice @dipro_hisar @dipromgarh @DiproSirsa @diprobhiwani @SahibGodara @DIPRO_Faridabad @dipro_jhajjar @DiproRewaripic.twitter.com/16yoMrq3C8
9,"#IndiaFightsCorona
Follow these COVID appropriate behaviours at all times and protect yourself and others.
#TogetherAgainstCovid19 @pcmeenaIAS @cmohry @DiprHaryana @DFatehabad @dipro_dadri @DiproSirsa @dipro_hisar @dipro_jhajjar @dipro_panipat @DiproPalwal @DIPRO_Faridabadpic.twitter.com/uzLDn0hOrm"
10,"Helplines for Management of COVID-19 in Hisar

@cmohry @DiprHaryana @Hsr_dist_admn @DDHisar @pcmeenaIAS @HissarPolice @HissarPolice @anilvijminister @dipro_fatehabad pic.twitter.com/C18EY9RzhF"
11,"लायन्स क्लब सिटी का आभार 
#StaySafe #Fatehabad #Haryana #CoronaWarriors #Covid-19 pic.twitter.com/VomESaxrL4"
12,"#IndiaFightsCorona

The police force is out so that you and your loved ones remain safe. They are the backbone of India’s COVID-19 response. 
#TogetherAgainstCovid19 #HealthForAll #SwasthaBharat #CoronaOutbreak #Unlock1 @DFatehabad @fatehabadpolice @police_haryana @DiprHaryanapic.twitter.com/OZ7RcokziX"
13,"#Covid-19 के खिलाफ लड़ाई में मे एक मोबाइल सैम्पल कलेक्शन वेन तैयार करवा कर स्वास्थ्य विभाग को सौंपी। हमारे इस प्रयास से स्वास्थ्य कर्मी आपके गाँव,नगर,घर पहुंच कर सैम्पल एकत्रित कर सकेंगे और इस समय अधिक सुरक्षित रहेंगे ।#StaySafe #हरियाणा #SamplingVan #Fatehabad #Haryanapic.twitter.com/PBb25QQlCW"
14,Bheem is setting new milestones for everyone when it comes to taking precautionary steps to fight against COVID-19. #IndiaFightsCorona @pcmeenaIAS @ddnewshisar1 @DFatehabad @dipro_dadri @dipro_jhajjar @dipro_panipat @dipro_ambala @diprogurugram1 @DiproSirsa @dipro_hisarpic.twitter.com/KvSQIqIcs6
15,"#IndiaFightsCorona

Let's incorporate these rules in our daily life. Follow these COVID Appropriate Behaviours and protect yourself and your loved ones.

 #TogetherAgainstCovid19 #BadalkarApnaVyavaharKareinCoronaParVaar #HealthForAll #SwasthaBharat #CoronaOutbreak #Unlock1pic.twitter.com/1UjeqzpFkT"
16,Bheem is setting new milestones for everyone when it comes to taking precautionary steps to fight against COVID-19. #IndiaFightsCorona https://www.instagram.com/p/CBuN07NpaFI/?igshid=1a68m3uihf5fx …
17,"#IndiaFightsCorona

Let's incorporate these rules in our daily life. Follow these COVID Appropriate Behaviours and protect yourself and your loved ones.

 #TogetherAgainstCovid19… https://www.instagram.com/p/CBuNugBplEd/?igshid=1rezvc58wsxiw …"
0,"DSP (H) Sh.Prithvi Singh Chahal briefing the force about use of thermal scanner, hand sanitizer, wearing proper surgical mask, public dealing, social distancing and other guidelines to be followed in regard to COVID 19 at P.S Bassi Pathana. #FatehgarhSahibPolice #Covid-19 pic.twitter.com/WkUX1VMO8T"
1,"Please instruct authorities to take adequate care of covid + CRPF boys deployed in Chandigarh with security of various dignitaries.  They are diverted to Punjab as their Battalion Hq is in Fatehgarh sahib,they are residing and performing duties in Chandigarh @vpsbadnore"
2,"COVID-19: 234 new cases, 5 deaths reported in the last 24 hours https://www.punjaboutlook.com/wp/covid-19-234-new-cases-5-deaths-reported-in-the-last-24-hours-in-punjab/ … #COVID-19 #deaths reported in the last 24 hours in Punjab#Fatehgarh Sahib , Gurdaspur seven, Kapurthala five, SBS Nagar four, Hoshiarpur, Moga and Ropar three each while Mansa, Pathankot,"
3,Punjab: 18 including 6 cops in Sangrur; 10 in Fatehgarh Sahib and 5 in Patiala test Covid-19 positive http://toi.in/n9hffb 
4,"SP D, Dysp D  motivating CIA Fatehgarh Sahib force by putting Mission Fateh Badges and also giving them basic Awareness to fight covid19.#MissionFateh
#PunjabPoliceInd
#CMOPb #DGPPunjabPolice #FatehgarhSahibPolice
#dproFatehgarh #PunjabFightsCorona #TuhadiSewaSadaFarz #Covid_19pic.twitter.com/1FjqLYHOSV"
5,"@PSPCLPb ,sir I have request plz update your database I already paid the bill using online mode and thereon five months bill given to me yesterday. Plz look into this matter ASAP. Fatehgarh sahib district.Due to covid-19 many of persons are there with same complaint in FGS."
6,"COVID-19 Coronavirus Punjab updates 17/6/2020 

16 new patients are put on oxygen support with total 26 patients
Jalandhar 7
Sangrur, Amritsar 3 each 
Patiala 2
Pathankot 1 

One new patient on ventilator support at Fatehgarh Sahib with 2 total patients on ventilator in state."
7,"COVID-19 Coronavirus Punjab Updates:

Fatehgarh Sahib 
Total cases 74
Active cases 5
Total recovered 69
Deaths 0"
8,Breaking: A total of 54 new positive cases of Covid-19 in Punjab as per the latest medical bulletin. 26 cases are from Amritsar district while ten cases are from Ludhiana district. Five new cases are from Pathankot district apart from four cases from Fatehgarh Sahib district.
9,Covid-19: Five of family test positive in Fatehgarh Sahib; 4 including ASHA worker test positive in Patiala | Ludhiana News https://newsline.co.in/2020/06/02/covid-19-five-of-family-test-positive-in-fatehgarh-sahib-4-including-asha-worker-test-positive-in-patiala-ludhiana-news/ …
10,Breaking: A total of 38 new positive cases of Covid-19 in Punjab as per the latest medical bulletin on Monday. Nine new cases are from Amritsar district while eight new cases are from Hoshiarpur district. Five new cases are from Fatehgarh Sahib district. @IndianExpress
11,Covid-19: Five of family test positive in Fatehgarh Sahib; 4 including ASHA worker test positive in Patiala http://toi.in/DijGoZ 
12,"swachhbharat: Bagrian village in Fatehgarh Sahib district, #Punjab has taken numerous steps to prevent the spread of #Covid_19. Few of them are:

-24X7 surveillance
-Door-To-Door awareness drives
-Sanitization of the village
-Community kitchen set up to …pic.twitter.com/X3tA0BbjQu"
13,"swachhbharat: Bagrian village in Fatehgarh Sahib district, #Punjab has taken numerous steps to prevent the spread of #Covid_19. Few of them are:

-24X7 surveillance
-Door-To-Door awareness drives
-Sanitization of the village
-Community kitchen set up to …pic.twitter.com/t3M8HATyGu"
14,"swachhbharat: Bagrian village in Fatehgarh Sahib district, #Punjab has taken numerous steps to prevent the spread of #Covid_19. Few of them are:

-24X7 surveillance
-Door-To-Door awareness drives
-Sanitization of the village
-Community kitchen set up to …pic.twitter.com/AEn1vM7uAi"
15,"swachhbharat: Bagrian village in Fatehgarh Sahib district, #Punjab has taken numerous steps to prevent the spread of #Covid_19. Few of them are:

-24X7 surveillance
-Door-To-Door awareness drives
-Sanitization of the village
-Community kitchen set up to …pic.twitter.com/WakpwhyCsZ"
16,"swachhbharat: Bagrian village in Fatehgarh Sahib district, #Punjab has taken numerous steps to prevent the spread of #Covid_19. Few of them are:

-24X7 surveillance
-Door-To-Door awareness drives
-Sanitization of the village
-Community kitchen set up to …pic.twitter.com/tm7Kjun9Rm"
17,"swachhbharat: Bagrian village in Fatehgarh Sahib district, #Punjab has taken numerous steps to prevent the spread of #Covid_19. Few of them are:

-24X7 surveillance
-Door-To-Door awareness drives
-Sanitization of the village
-Community kitchen set up to …pic.twitter.com/ZGgQHoCFxU"
18,"swachhbharat: Bagrian village in Fatehgarh Sahib district, #Punjab has taken numerous steps to prevent the spread of #Covid_19. Few of them are:

-24X7 surveillance
-Door-To-Door awareness drives
-Sanitization of the village
-Community kitchen set up to …pic.twitter.com/FD8zUWNxSQ"
0,One COVID 19 positive Case at Border Village Fatehpur Salarian teh RS Pura. The said person become positive after having travel history from Leh to Delhi and from Delhi to Jammu. The said person is shifted to Gandhi… https://www.instagram.com/p/CDJieEzHwEE/?igshid=rsp1xk5nl8ah …
1,"#R S Pura News Update 

One COVID 19 positive Case Border Village Fatehpur Salarian teh RS Pura,the said  person become positive after having travel history from Leh to Delhi and from Delhi to Jammu. The said person  shifted to Gandhi Nagar  Jammu."
2,"COVID_19 Update Rajouri
34 reported +Ve. Rajouri-9(fromW. No.12,1,13,4,7,5,9 & Fatehpur including 1 bank employee &GMC Worker) Nowshera-9(3JKP, Jurnolist, W/Member & rev.official), Sunderbani-3, Budhal-3, Kalakote Andh-2 & Travellers-8(BSF-2, others-6 & all 8 in AQ)."
3,"COVID_19   Rajouri Detail today
17 reported +Ve today. Panja/Kandli-3(1NDRF), Sunderbani-6(2 IRP Personnel), Lamberi-1, Thanamandi-1(IRP, AQ), Budhal-2, Panjpeer-1, Siot-1, 1-IRP Personnel(AQ Fatehpur) & 1 Army Personnel of Sunderbani(AQ at Jammu)."
4,"Covid-19 Update.
 21  positive cases reported from Rajouri district today.  3 Security& 1 traveller. and other Red Zones or contacts of +Ve cases as Charan-2, Jaglanoo-1, Sawari-1, W. No. 2 Rajouri-1 Dhnor-1, Sounchal-2, Fatehpur-1, Lamberi-3(1 JKB official) & Sunderbani-5."
5,"COVID_19
 21  positive cases reported from Rajouri district today.  3 Security& 1 traveller. and other Red Zones or contacts of +Ve cases as Charan-2, Jaglanoo-1, Sawari-1, W. No. 2 Rajouri-1 Dhnor-1, Sounchal-2, Fatehpur-1, Lamberi-3(1 JKB official) & Sunderbani-5"
6,"Check out फतेहपुर Live ● com (@Fatehpurlivecom): https://twitter.com/Fatehpurlivecom?s=09 …

Yhaa se fatehpur ki sab details milengi.... Rat ko 8bze post hota hai new covid cases list"
7,But a loot was occurred on dated 14july during lockdown in manoj gupta bartan bhandar devigang fatehpur. Criminals were more than 20 .these criminals were not covered under lockdown and covid because kotwali fatehpur police allowed them.
8,"Check out our new model for community-based COVID-19 surveillance and management in Uttar Pradesh’s Kanpur, Unnao, and Fatehpur districts.  @dimagi @CIIFoundation #COVID19responsehttps://twitter.com/covid19action/status/1285170394908053505 …"
9,"@KrBChandra सम्मान की कड़ी में एक और सम्मान 
COVID 19 WARRIOR का सम्मान
आभार - गुरमीत सिंह बग्गा जी का एवं Serve For Humanity Foundation Fatehpur का..!!
बी.एल.मीना ( दौसा राजस्थान )
मो.नं- 9414254299,9413257299
NATIONAL BLOOD BANK pic.twitter.com/OagvFLMyKE"
10,"@KrBChandra सम्मान की कड़ी में एक और सम्मान 
COVID 19 WARRIOR का सम्मान
आभार - गुरमीत सिंह बग्गा जी का एवं Serve For Humanity Foundation Fatehpur का..!!
बी.एल.मीना ( दौसा राजस्थान )
मो.नं- 9414254299,9413257299
NATIONAL BLOOD BANK pic.twitter.com/sTORxTxPR4"
11,"COVID-19: फतेहपुर में कारोबारियों को झटका, अब सिर्फ 4 दिन खुलेगा बाजार Fatehpur News in Hindi https://www.swatantrasochbharat.com/covid-19-%e0%a4%ab%e0%a4%a4%e0%a5%87%e0%a4%b9%e0%a4%aa%e0%a5%81%e0%a4%b0-%e0%a4%ae%e0%a5%87%e0%a4%82-%e0%a4%95%e0%a4%be%e0%a4%b0%e0%a5%8b%e0%a4%ac%e0%a4%be%e0%a4%b0%e0%a4%bf%e0%a4%af%e0%a5%8b/ …"
12,In Fatehpur various trade associations have decided to curtail operations timing from 12 to 3 pm. Owing to increased Covid cases. Even Kanpur is mulling on 5 days of operations and 2 days of lockdown.
13,"3000 monuments under ASI re-opened Monday. The Taj Mahal and Fatehpur Sikri, however, remain shut for the general public as the number of Covid-19 cases continue to rise in India.

https://youtu.be/aQTCoLb1lfI "
14,"3000 monuments under ASI re-opened Monday. The Taj Mahal and Fatehpur Sikri, however, remain shut for the general public as the number of Covid-19 cases continue to rise in India.

ThePrint's Revathi Krishnan @revathii95 and @PraveenJain2622 reporthttps://youtu.be/aQTCoLb1lfI "
15,"COVID-19: Taj Mahal, other Agra monuments not to re-open for now 
                The Taj Mahal is located in one of the containment zones, while Agra Fort, Akbar’s Tomb and Fatehpur Sikri are in buffer zones, says Agra district administration 
             …"
16,shidh pith shri bahora Dash Baba ji ko Sat Sat naman pranam shri Dharmender shriwastav acharya ji ke sang baith kar hamne apne gao chhetra ME covid 19 mahamari se ladna Hai apna desh ko bachana apne distric fatehpur ME jaha tak pahuch sakenge vaha tak poster laga denge asirvad de pic.twitter.com/FEgeg3a4Yt
17,"Fatehpur-Civil Lines,Laxmi Colony me Govt. Dr. P.K.Gupta Covid +ve home quarantine hai, Koi Barricade nhi koi Police nhi, it's damn serious matter ignored by Fatehpur Administration. @dmfatehpur @fatehpurpolice @Uppolice @myogioffice @CMHelpline1076 @UPGovt @112UttarPradesh"
18,"@DcKangra Chief Engineer Merchant Navy Covid report is negtive have to travel from Panchkula to Fatehpur. Epass No HP 980771 kindly look at this matter. 
Have sent email to you also for the same reason awaiting reply."
19,"Sir, Can we get informed about the COVID-19 cases in Fatehpur."
0,Covid-19 pic.twitter.com/WXYnPWwZoO
1,"Widowed bcoz her hubby was marked ‘#Corona Suspect’ – #Punjab Woman shares #trauma, ‘treatment’ in Govt Hospital     http://owl.li/4T5k30r0TPa 
#Covid #Covid19 #Abohar #Fazilka #India #IndiaFightsCorona #IndiaFightsCovid19pic.twitter.com/FcYyxwcz9b"
2,Covid-19 Updates pic.twitter.com/j11GNasL9M
